name,level,province,city,address,heat,introduction,price,sales,image,info,comment
榆兴农庄戏雪乐园,暂未评级,甘肃省,兰州市,甘肃省兰州市榆中县榆兴农庄,0,全国首批8个田园综合体试点项目之一，也是西北地区田园综合体试点建设项目，占地8620亩，按照生产、产业、经营、生态、运营,,,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png,1/1-12/31；周一至周日；10:00-18:00开园,用户未点评，系统默认好评。
金城公园,暂未评级,甘肃省,兰州市,兰州市西固区南山脚下,0,划船溜冰还有众多游乐项目,,,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/010081200087jfr5q05C3.jpg_280x200_5849e242.jpg,1/1-12/31；周一至周日；8:00-20:00开园,用户未点评，系统默认好评。
栖云花田,暂未评级,甘肃省,兰州市,城关镇李家庄村,0,栖云花田占地面积约1200亩，集衲田花海、梯田花海、坡地花海、阳光草坪、主题秋千等项目，引进适合当地种植的郁金香、虞美人,,,https://imgs.qunarzz.com/sight/p0/2302/d9/d9b28fb904bfec61a3.water.jpg_280x200_2878ebab.jpg,1/1-12/31；周一至周日；10:00-22:00开园,用户未点评，系统默认好评。
集酷彩红谷儿童乐园,暂未评级,甘肃省,兰州市,甘肃省兰州市安宁区费家营十字向北三公里原安宁滑雪场,0,"景区介绍
集酷彩红谷儿童乐园是专业的无动力亲子乐园，适合孩子和家长一起玩耍的户外游乐场所，占地面积14000平米，地处兰",,,https://imgs.qunarzz.com/sight/p0/2106/b7/b7add8929317c856a3.img.jpg_280x200_82589215.jpg,1/1-12/31；周一至周日；08:30-19:00开园,用户未点评，系统默认好评。
兰州碧桂园滑雪场,暂未评级,甘肃省,兰州市,兰州市城关区青白石街道兰州碧桂园3期文璟城,0,兰州碧桂园滑雪场总占地面积超4万㎡，雪场内有初级、中级滑雪道，雪圈道，戏雪区及真冰场等多个区域，适合家庭出游、朋友出游。,,,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png,1/1-12/31；周一至周日；09:00-18:00开园,用户未点评，系统默认好评。
素朴•李家庄花间田,暂未评级,甘肃省,兰州市,兰州市榆中县城关镇素朴•李家庄,0,游烂漫花海，享田园野趣,,,https://imgs.qunarzz.com/sight/p0/1905/29/2976084b4c61a336a3.img.jpg_280x200_e0dcfae3.jpg,1/1-12/31；周一至周日；19:00-22:00开园,用户未点评，系统默认好评。
龙山国际滑雪场,暂未评级,甘肃省,兰州市,兰州市皋兰县什川镇大奔头开发区,0,被誉为西部第一雪场,,,https://imgs.qunarzz.com/sight/p0/1711/ba/baee173dc96195cca3.water.jpg_280x200_d0740efb.jpg,12/8-2/28；周一至周日；09:00-17:30开园；（15:30停止入园）,用户未点评，系统默认好评。
《记忆·盘古》大型激光水舞秀,暂未评级,甘肃省,兰州市,兰州市西固区109国道与G6京藏高速交叉口东北150米河口镇,0,《记忆·盘古》大型激光水舞秀是西固区携手国际知名团队法国ECA2公司倾力合作打造的集艺术创意、科技文化、声光电特效于一体,,,https://imgs.qunarzz.com/sight/p0/1909/f1/f1379f23c9c98883a3.img.png_280x200_a69aacff.png,1/1-12/31；周一至周日；20:30-21:00开园；（20:20停止入园）,用户未点评，系统默认好评。
兴隆山滑雪场,暂未评级,甘肃省,兰州市,兰州市榆中县兴隆山村,0.7,配套齐全的高山滑雪场,,,https://imgs.qunarzz.com/sight/p0/201312/02/1e1d963c9627d350dc07a85cf6ff2795.jpg_280x200_d54ef29c.jpg,01/17-01/20；周一至周日；08:30-17:00开园；（15:00停止入园）,用户未点评，系统默认好评。
兰州新区冰雪运动训练中心,暂未评级,甘肃省,兰州市,兰州市皋兰县西岔镇南绕城经三十三路与农博南路交汇处向东500米,0,兰州新区冰雪运动中心，位于兰州新区，在12月12日正式开业，交通便利，距离市中心仅仅用时半小时，共有39个娱乐项目，涵盖,,,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png,1/1-12/31；周一至周日；09:00-16:30开园；（16:00停止入园）,用户未点评，系统默认好评。
龙头山森林生态旅游区,3A景区,甘肃省,兰州市,甘肃省兰州市城关区大砂坪左家湾126号六公里,0,全国著名造园设计大师夏岩先生全程设计,,,https://imgs.qunarzz.com/sight/p0/201301/17/1a67a4818999d97593835fbb.jpg_280x200_ca8cc6c9.jpg,暂无,风景不错，空气挺新鲜的。
五一山森林生态旅游区,3A景区,甘肃省,兰州市,城关区东李家湾261号大沙坪城关看守所向北200米,0.7,省级森林生态旅游区,,,https://imgs.qunarzz.com/sight/p0/1409/17/a58edc69ffabdd30643195f4018e776e.jpg_280x200_0e0a86f8.jpg,01/01-12/31；8:30-17:00开园,这个景点是免费参观的，看看原始森林，还是非常不错的，空气很新鲜，交通也是非常便利的！
徐家山国家森林公园,暂未评级,甘肃省,兰州市,兰州市城关区盐场路枣树沟18号,0.7,自然景观与人文景观于一体,,,https://imgs.qunarzz.com/sight/p94/201211/04/14b607b6ee1679bc93835fbb.jpg_280x200_528ff213.jpg,1/1-12/31；周一至周日；08:00-17:00开园,景色还不错，夏天烧烤很有滋味。
徐家山,暂未评级,甘肃省,兰州市,兰州市区黄河北岸盐场堡,0.7,是兰州市南北两山绿化创造的闹市“桃园”,,,https://imgs.qunarzz.com/sight/p0/1409/22/78cc7ef617ec87201eca4290a5463292.jpg_280x200_a188fb40.jpg,暂无,地图导航错了😣，到什么地方去了！
蓝天城儿童职业体验教育中心,暂未评级,甘肃省,兰州市,兰州新区二号湖彩虹桥以东200米绿地智慧金融城D地块乐和城二楼（601车站对面）,0,少年儿童真正的社会大课堂实践基地,,,https://imgs.qunarzz.com/sight/p0/1707/c5/c563a65bfa99972aa3.img.jpg_280x200_524edd4a.jpg,1/1-12/31；周二至周日；11:00-17:00开园,用户未点评，系统默认好评。
连城鲁土司衙门,暂未评级,甘肃省,兰州市,兰州市永登县连城鲁土司衙门旧址(301省道北),0.7,宫殿式古建筑群,,,https://imgs.qunarzz.com/sight/p0/201403/07/f691dc72f6273465d6146b371f0ae100.jpg_280x200_7c2cf211.jpg,5/1-10/31；周一至周日；08:30-18:00开园,用户未点评，系统默认好评。
炳灵寺石窟,暂未评级,甘肃省,兰州市,临夏回族自治州永靖县县南35公里处,0,观赏鳞次栉比的神龛,,,https://imgs.qunarzz.com/sight/p0/201403/07/8acc18adf03dd37cf7828bc1ce7eb13c.jpg_280x200_a9f7e192.jpg,4/1-10/31；周一至周日；08:30-17:30开园,炳灵寺石窟在大寺沟内，从刘家峡水电站坐游船到达。一进入景区，颇有点桂林山水的感觉，有的山像人，有的像动物。石窟景区可以沿着栈道观赏，这里有西秦，北魏、唐宋各时代的窟龛、石雕以及泥雕，每个朝代的都有不同，但每个石窟都很精美。虽然有的年代久远颜色已经剥落，但身形仪态仍端庄又威严。炳灵寺石窟还有很多没开放，石崖上有两条栈道，上面的栈道路就不能参观，略有遗憾。
皋兰县广场,暂未评级,甘肃省,兰州市,甘肃省兰州市皋兰县,0,皋兰县广场,,,https://imgs.qunarzz.com/sight/p0/201301/21/72c1c3ff9987ffc8c8d65eac.jpg_280x200_dc31ee51.jpg,暂无,广场挺大，太平鼓雕塑很好，植被好。
君豪小镇草莓采摘园,暂未评级,甘肃省,兰州市,甘肃兰州七里河区狗牙山千亩设施农业基地2号棚（新华山庄南200米）,0,采摘，烧烤。,,,https://imgs.qunarzz.com/sight/p0/1505/b0/b087f2d6bca1e001.water.jpg_280x200_0371e5a5.jpg,暂无,一直在用挺方便的一切信息掌握手中
引大入秦水利灌溉农业旅游区,暂未评级,甘肃省,兰州市,甘肃省兰州市永登县,0.7,永登县委、县政府响应国家发展工、农业旅游的号召，充分发挥引大入秦水利工程优势，致力于引大入秦水利灌溉农业旅游区（以下简称,,,https://imgs.qunarzz.com/sight/p43/201211/03/080c9b9802e440e393835fbb.jpg_280x200_ad12b589.jpg,暂无,永登引大入秦工程是西北最大的农业调水工程，亚洲第二大渡槽
五洲豪爵温泉酒店温泉,暂未评级,甘肃省,兰州市,兰州市城关区店子街26号（商学院长青学院对面）,0,五星千人级温泉浴场，装修时尚，功能齐全,,,https://imgs.qunarzz.com/sight/p0/1812/92/9205156ca3f9ad63a3.water.jpg_280x200_5297f3d9.jpg,全天开放,很久以前去过，最近想去一次
雪芝莲,暂未评级,甘肃省,兰州市,甘肃省兰州市城关区嘉峪关东路64-11号,0,卓越的品质为生存根本,,,https://imgs.qunarzz.com/sight/p0/1604/fd/fd2e8906089a2bbd90.img.jpg_280x200_9b45443f.jpg,暂无,用户未点评，系统默认好评。
《丝路花雨》兰州旅游版,暂未评级,甘肃省,兰州市,兰州市城关区皋兰路8号黄河剧院,0,与丝绸之路孕育出的文化艺术相伴,,,https://imgs.qunarzz.com/sight/p0/1808/37/377a34e3b5bde044a3.img.jpg_280x200_a18ead35.jpg,7/1-10/31开放时间:19:00-21:00；具体营业状态以当天开放情况为准；,超级震撼的舞剧，美到了极致，音乐和舞蹈好听又好看
甘肃大剧院,暂未评级,甘肃省,兰州市,甘肃省兰州市城关区北滨河东路1号国际会展中心内,0,艺术的“栖息地”，兰州的新地标,,,https://imgs.qunarzz.com/sight/p0/1711/60/609e014338fd7436a3.img.jpg_280x200_dbd06ead.jpg,全年开放,用户未点评，系统默认好评。
都市春天水上嘉年华,暂未评级,甘肃省,兰州市,甘肃省兰州市安宁区刘家堡街道安宁区体育公园福兴路25号东北,0,大人小孩夏季好去处,,,https://imgs.qunarzz.com/sight/p0/1507/ff/ffd011e867f824a.img.jpg_280x200_765edce8.jpg,暂无,这个地方夏天一定很凉快
